blood_bank_name,state,district,city,address,mobile,category,latitude,longitude
Indian Red Cross Society Blood Bank RCH-II ( Jangaon),Telangana,WARANGAL,Janagoan,"Sub Divisional Branch, 1st Floor, Area Hospital Premises, Janagaon, Warangal",0944002644,Government,17.721054,79.160411
Government Mahatma Gandhi Memorial Hospital Blood Bank,Telangana,WARANGAL,Warangal,"MGM  Hospital Blood Bank, 1st Floor, O.P.Block, MGM. Hospital, Warangal",9490611947,Government,17.990313,79.592843
Saint Anns Hospital Blood Bank,Telangana,WARANGAL,Warangal,FATHIMANAGAR NIT (POST) WARANGAL DT. TELANGANA STATE,9866309453,Private,17.981693,79.52627
Singareni Collieries Company Limited Area Hospital Blood Bank,Telangana,WARANGAL,Warangal,"Bhupalpalli, Warangal",9876543210,Government,18.400965,79.852782
Mother Voluntary Blood Bank,Telangana,WARANGAL,Warangal,"MAS (Multipurpose Amicable Social Services Society), D.No.11-26-231, 1st Floor, Opp MGM Hospital, Warangal",7386698009,Charity,18.000637,79.585628
Kakatiya Voluntary Blood Bank (A Unit of Life Care Medical and Educational Society),Telangana,WARANGAL,Warangal,"Telengana Bhavan, Opposite Alankar Main Road, Hanumakonda, Warangal",9876543210,Charity,18.003153,79.579693
Bimal Singha Memorial Hospital Blood Bank,Tripura,Dhalai,Kamalpur,"Bimal Singha Memorial Hospital Kamalpur,  DhalaiTripura",9436372951,Government,24.196139,91.831476
District Hospital Gomati Blood Bank,Tripura,Gomati,Udaipur,"District Hospital,Near Tepania Eco Park, Udaipur Gomati,",9436131338,Government,23.554399,91.455532
District Hospital  Blood Bank Dharmanagar,Tripura,North Tripura,Dharmanagar,"District Hospital North Tripura, Hospital Road",9862525411,Government,24.234,92.09507
R.G.M Hospital Blood Bank Unakoti,Tripura,Unakoti,Kailashahar,"District Hospital Unakoti, Kailashahar, Unakoti, Opp to District Jail",9436372951,Government,24.304612,92.033366
Indira Gandhi Memorial Hospital Blood Bank,Tripura,West Tripura,Agartala,"Indira Gandhi Memorial (I.G.M) Hospital, Akhaura Road, Agartala, Tripura West.",9436188760,Government,23.8311,91.276015
Tripura Medical College and Dr. B.R.A.M. Teaching Hospital Blood Bank,Tripura,West Tripura,Agartala,"Tripura Medical College, Hapania, Agartala, West Tripura.",9862348264,Private,23.783323,91.25688
ILS Hospital Blood Bank,Tripura,West Tripura,Agartala,"Capital Complex Extension, P.O. New Secretariat, Kunjaban, Agartala, Tripura.",8974050418,Private,23.867534,91.289606
Agartala Govt. Medical College GBP Hospital Blood Bank,Tripura,West Tripura,Agartala,"Agartala Government Medical College and G.B. Hospital Complex, P.O.- Kunjaban, Agartala, Tripura",9876543210,Government,23.51648,91.17531
Military Hospital,Uttar Pradesh,AGRA,Agra,"Idgah Colony, Agra, Uttar Pradesh 282001",9876543210,Government,27.152822,77.999201
Samarpan Blood Bank,Uttar Pradesh,AGRA,Agra,Samarpan BhawanDelhi Gate,9319136644,Charity,27.19704,77.997713
District Hospital Blood Bank,Uttar Pradesh,AGRA,Agra,"MG Road, Chhipitola, Rakabganj, Agra",9876543210,Government,27.17064,78.010456
S.N. Medical College,Uttar Pradesh,AGRA,Agra,Meerut,9876543210,Government,27.188073,78.006357
Agra City Blood Bank,Uttar Pradesh,AGRA,Agra,"71, M.G. Road, Opposite to  Subhash Park",9837081000,Private,27.179146,78.002405
Goyal Jan Suvidha Charitable Blood Bank,Uttar Pradesh,AGRA,Agra,Sanjay Place,9876543210,Private,27.198683,78.003769
Life Line Charitable Blood Bank,Uttar Pradesh,AGRA,Agra,"156 A, Gulab Rai Marg, Delhi Gate",9897766466,Private,28.33669,79.420104
Pushpanjali Hospital and Research Centre Private limited,Uttar Pradesh,AGRA,Agra,Delhi Gate,9411689343,Private,27.198608,77.995402
Sanjeevani Charitable Blood Bank,Uttar Pradesh,AGRA,Agra,"A Unit of Sanjeevani Charitable Trust, 2/42A, Ramnagar Colony, Church Road",9876543210,Private,27.204177,78.003361
Lokhitam Blood Bank,Uttar Pradesh,AGRA,Agra,"D-520, Kamla Nagar",8439099789,Private,27.215043,78.02117
G.R. Hospital and Research Centre Private limited,Uttar Pradesh,AGRA,Agra,"Near Bhole Baba Dairy, Barauli Ahir, Shamsabad Road",9837013476,Private,27.12969,78.052565
Pushpa Maa Samaj Charitable Blood bank,Uttar Pradesh,AGRA,Agra,"1st Floor, Gihar Complex, Khandari, X-ing, NH - 2,",9410831376,Charity,27.21103,77.989507
Sri Jagdamba Charitable Blood Bank and Component,Uttar Pradesh,AGRA,Agra,"D-101, Phase-2, Trans Yamuna Colony,",9876543210,Charity,27.203435,78.046861
"Malkhan Singh, District Hospital Blood Bank",Uttar Pradesh,ALIGARH,Aligarh,"Rasalganj Road, City, Aligarh",8750472409,Government,27.889079,78.071255
J.N. Medical College Blood Bank,Uttar Pradesh,ALIGARH,Aligarh,AMU Aligarh,9897406711,Government,27.918377,78.088725
Dev Hospital Blood Bank,Uttar Pradesh,ALIGARH,Aligarh,"18/205, Sarai Khirni, Agra Road",9876543210,Private,27.616404,78.055196
"Jeevan Sanjeevan Blood Bank, Jeevan Hospital",Uttar Pradesh,ALIGARH,Aligarh,"2/151, Bela marg, Vishnupuri",9876543210,Private,27.882584,78.082163
"S.R.N. Hospital, M.L. N. Medical College",Uttar Pradesh,ALLAHABAD,Allahabad,"Hanuman Mandir, Swarooprani Hospital, North Malaka",9415214308,Government,25.456005,81.852791
Military Hospital Blood Bank,Uttar Pradesh,ALLAHABAD,Allahabad,Mahoba,9876543210,Government,25.46047,81.814778
Moti Lal Nehru District Hospital Blood Bank,Uttar Pradesh,ALLAHABAD,Allahabad,"12 Dr. Katjoo Road, Allahabad Near Railway Station",9450073213,Government,25.439232,81.8286
AMA (Allahabad Medical Association) Blood Bank,Uttar Pradesh,ALLAHABAD,Allahabad,"Stanely Road, Allahabad",9876543210,Charity,25.468205,81.844042
Mahamaya Rajkiya Allopathic Medical College,Uttar Pradesh,AMBEDKAR NAGAR,Ambedkar Nagar,"Mahamaya Rajkiya Allopathic Medical College, Saddarpur Tanda",0981878935,Government,26.509125,82.6139
District Combined Hospital Blood Bank,Uttar Pradesh,BAGHPAT,Baghpat,"Bhajan Vihar, Baghpat",9876543210,Government,28.946386,77.21707
District Hospital Blood Bank,Uttar Pradesh,BAHRAICH,Bahraich,"Friganj, Bahraich",9990552920,Government,27.572408,81.605903
District Hospital Blood Bank,Uttar Pradesh,BALLIA,Ballia,District Hospital Blood Bank,8382957867,Government,25.750805,84.147468
Combined District Hospital Blood Bank,Uttar Pradesh,BALRAMPUR,Balrampur,"Combined District Hospital, Balrampur",9450110947,Government,27.409812,82.192775
District Hospital Blood Bank,Uttar Pradesh,BANDA,Banda,"District Hospital, Banda",9450022562,Government,25.48931,80.334888
Hind Institute of Medical Sciences,Uttar Pradesh,BARABANKI,Barabanki,"Near Minar Canal, Safedabad-Faizabad Road",7309036038,Private,26.906812,81.122637
Mayo Institute of Medical Sciences Blood Bank,Uttar Pradesh,BARABANKI,Barabanki,"Run by Bodhisatva Charitable Trust, Faizabad Road, Gadia aizabad Road, Gadia, Barabanki, Dharsani",9876543210,Private,26.909607,81.141778
Military Hospital Blood Bank,Uttar Pradesh,BAREILLY,Bareilly,Hamirpur,9876543210,Government,28.332012,79.426081
District Hospital Blood Bank,Uttar Pradesh,BAREILLY,Bareilly,"Civil Lines, Bareilly, Uttar Pradesh",9412377198,Government,28.361399,79.416409
Ganga Sheel Charitable Trust Blood Bank,Uttar Pradesh,BAREILLY,Bareilly,"A-3, Rampur Garden",9219413775,Private,28.347944,79.426794
Sri Ram Murti Samarak Institute of Medical Sciences Blood Bank,Uttar Pradesh,BAREILLY,Bareilly,"Bareilly - Nainital Road, Bhojipura, Bareilly, Uttar Pradesh",9876543210,Charity,28.481101,79.443201
Ruhelkhand Medical College and Hospital Blood Bank,Uttar Pradesh,BAREILLY,Bareilly,Pilibhit By Pass Road,9876543210,Private,28.380191,79.462087
Clara Swain Mission Hospital Blood Bank,Uttar Pradesh,BAREILLY,Bareilly,"Civil Lines, Bareilly",9415375744,Private,28.349627,79.415881
IMA Blood Bank,Uttar Pradesh,BAREILLY,Bareilly,"IMA Bhawan, 110, Civil Lines",9876543210,Private,28.346917,79.424735
IMA Blood Bank,Uttar Pradesh,BAREILLY,Bareilly,"Run by Indian Medical Association, Civil Lines",9876543210,Government,28.346917,79.424734
Rajshree Medical Research Institute,Uttar Pradesh,BAREILLY,Bareilly,"21 Km Near Toll Plaza, Rampur Road Bareilly",8192000283,Charity,28.48308,79.285312
District Hospital Blood Bank,Uttar Pradesh,BASTI,Basti,Bhinga,9415133713,Government,26.800773,82.759197
M/s Sewa Blood Bank,Uttar Pradesh,BASTI,Basti,"R.K. Puram, Near Kotwali",9415332416,Charity,26.7800781,82.76441135
OPEC Hospital Blood Bank,Uttar Pradesh,BASTI,Basti,"OPEC Hospital, Basti",9415375744,Private,26.779101,82.762356
District Hospital Blood Bank,Uttar Pradesh,BIJNOR,Bijnor,Lakhimpur Khiri,9876543210,Government,29.384974,78.136521
Sarvodaya Jankalyan Samati,Uttar Pradesh,BIJNOR,Bijnor,"Near Exchange, Kalagarh Road, Dharmpur",9876543210,Private,26.005074,81.044749
District Hospital Blood Bank,Uttar Pradesh,BUDAUN,Badaun,Bareilly,7351009125,Government,28.027732,79.126275
Babu Banarasi Das District Hospital Blood Bank,Uttar Pradesh,BULANDSHAHR,Bulandshahar,Gonda,9415538903,Government,28.728373,77.468591
NAPS (Narora Atomic Power Station) Hospital Blood Bank,Uttar Pradesh,BULANDSHAHR,Narora,Narora,9837085170,Private,28.205915,78.379131
Combined District Hospital Blood Bank,Uttar Pradesh,CHITRAKOOT,Chitrakoot,Combined District Hospital,9651882226,Government,25.196167,80.914609
District Hospital Blood Bank,Uttar Pradesh,DEORIA,Deoria,"Saket Nagar, Deoria",9876543210,Government,26.495682,83.781488
Dr. Bhimrao Ambedkar Combined Hospital (District Hospital),Uttar Pradesh,ETAWAH,Etawah,"Civil Lines, Etawah",0941528564,Government,26.787903,79.005523
Rural Institute of Medical Sciences and Research,Uttar Pradesh,ETAWAH,Etawah,Safai,9411689343,Government,26.96145,78.962055
District Hospital Blood Bank,Uttar Pradesh,FAIZABAD,Faizabad,Shahjahanpur,9557207450,Government,26.777679,82.141614
Chandan Diagnostics Center and Blood Bank,Uttar Pradesh,FAIZABAD,Faizabad,"Mukut Complex Near District Hospital Rakabganj, Lajpat Nagar, Faizabad",9876543210,Private,26.774399,82.143734
District Hospital Blood Bank,Uttar Pradesh,FATEHPUR,Fatehpur,Azamgarh,9719429909,Government,25.936333,80.813799
Shyam Nursing Home and Blood Bank,Uttar Pradesh,FATEHPUR,Fatehpur,"400/761, Civil Line (Near S.P. Residence)",0991857143,Private,25.930647,80.800955
"SNM, District Hospital Blood Bank",Uttar Pradesh,FIROZABAD,Firozabad,"Rehna Road, Bypass Road Company Baag, Arya Nagar",9415068049,Government,27.157627,78.389439
Jeevan Dhara Blood Bank,Uttar Pradesh,FIROZABAD,Firozabad,"8 Buddh Ashram, Bye Paas Road",9876543210,Private,27.160557,78.398609
Dr. M.C. Agrawal Hospital and Research Centre Private limited,Uttar Pradesh,FIROZABAD,Firozabad,"Kotla Chungi, Bye Pass Road",9876543210,Private,27.159652,78.403521
F.H. Hospital Blood Bank,Uttar Pradesh,FIROZABAD,Firozabad,"Near Etmadpur, Railway over Bridge NH-2, Tundla District, Firozabad",0847793666,Private,27.230412,78.212065
Sevarth Sansthan Blood Bank,Uttar Pradesh,FIROZABAD,Firozabad,"Sevarth Sansthan Seth Bimal Kumar Jain Trauma and Phsytherapy Dharmarth Samiti, NH-2, Agra Road",0819402777,Private,27.23053,78.21226
Naveen Hospital,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Dadri,Railway Road,9876543210,Private,28.477615,77.518568
Sharda Hospital Blood Bank,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Greater Noida,"Plot No. 32-34, Knowledge Park-III",9876543210,Private,28.474444,77.4827
Kailash Hospital Llimited,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Greater Noida,"A unit of Kailash Group of Hospitals Limited, 23 KP-1, NEAR PARI CHOWK",9876543210,Private,28.577474,77.331606
Shri Krishna Life Line Hospital Blood Bank,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Greater Noida,"NH-22D, Sector Tau Swarn Nagri, Greater Noida, Gautam Buddha Nagar",9540700708,Private,28.460872,77.532452
Kailash Hospital and Heart Institute,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Noida,"A Unit of Kailash Healthcare Limited, H-33, Sector-27, Noida",8750472409,Private,28.577472,77.331603
Metro Hospital and Heart Institute,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Noida,"X-1, Sector -12",9415060292,Private,28.597462,77.338017
Prayag Hospital and Research Centre,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Noida,"J-206/A-01, Sector-41",9876543210,Private,28.563602,77.365447
Prakash Hospital Blood Bank,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Noida,"D-12, 12-A, 12-B, Sector-33",0981007599,Private,28.58564,77.34952
Rotary Noida Research and Social Welfare Trust Blood Bank,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Noida,"E-2, IMA House, Sector-31, Nithari",9876543210,Private,28.576931,77.339491
Dr. Bhimrao Ambedkar Multi Specialty Hospital Blood Bank,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Noida,Sector-30,0981878935,Private,28.576565,77.33745
Yatharth Wellness Super Speciality Hospital and Heart Care Blood Bank,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Noida,"NH-01, Sector-110",0880079790,Private,28.532064,77.384568
Jaypee Hospital Blood Bank,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Noida,"A Unit of Jaypee Healthcare Limited, Sector-128",9876543210,Private,28.515258,77.371495
Santosh Medical and Dental College,Uttar Pradesh,GHAZIABAD,Ghaziabad,Kushinagar,9927087638,Private,28.670024,77.432342
"MMG, District Hospital Blood Bank",Uttar Pradesh,GHAZIABAD,Ghaziabad,"MMG, District Hospital Ghaziabad",9990552920,Government,28.662528,77.42361
Yashoda Hospital and Research,Uttar Pradesh,GHAZIABAD,Ghaziabad,3rd M Nehru Nagar,9718884111,Private,28.66037,77.442026
Life Line Blood Bank,Uttar Pradesh,GHAZIABAD,Ghaziabad,Life Line Blood Bank 3rd B2 Nehru Nagar,9876543210,Private,28.669238,77.440304
"Yashoda Hospital and Research Centre Limited, Kaushambi",Uttar Pradesh,GHAZIABAD,Ghaziabad,"H-1, Kaushambi, Near Dabur Chowk, Ghaziabad",9711103446,Private,28.659996,77.438403
Lok Priya Hospital Blood Bank,Uttar Pradesh,GHAZIABAD,Ghaziabad,"G.T. Road, Modinagar",9876543210,Private,28.968368,77.730589
"Pushpanjali Crossley Hospital (Max Superspeciality Hospital, Vaishali)",Uttar Pradesh,GHAZIABAD,Ghaziabad,"W-3, Sector-I, Vaishali",9891864672,Private,28.634769,77.333007
M/s Shanti Gopal Hospital Blood Bank,Uttar Pradesh,GHAZIABAD,Ghaziabad,"Plot No. NH-1, Ahinsa Khand-II, Indrapuram",0959806051,Private,28.641918,77.379325
Divya Joyati Institute Of Medical Science  Research,Uttar Pradesh,GHAZIABAD,Ghaziabad,"Niwari Road, Road, Modinagar",9368564762,Private,28.830657,77.570159
Family Health Care Hospital Blood Bank,Uttar Pradesh,GHAZIABAD,Ghaziabad,"15-H.C. -1 Vasundhara, Gaziabad, Uttar Pradesh",9953234790,Private,28.652652,77.360171
Atlanta Mediworld Multispeciality Hospital,Uttar Pradesh,GHAZIABAD,Ghaziabad,"NH-1, Sector-14, Vasundhara",9650128880,Private,28.657847,77.360777
Dev Nandani Hospital Blood Bank,Uttar Pradesh,GHAZIABAD,Hapur,"Near Railway Crossing, Garh Road",9876543210,Private,28.728814,77.792219
Rama Medical College and Research Centre Blood Bank,Uttar Pradesh,GHAZIABAD,Hapur,"Run by Rama Educational Society, Rama Delhi NH-24 38km milestone Hapur",8859091804,Private,28.69787,77.607979
Narinder Mohan Hospital and Heart Centre,Uttar Pradesh,GHAZIABAD,Mohan Nagar,"Mohan Nagar, Ghaziabad.",9899965656,Private,28.666671,77.439269
District Hospital Blood Bank,Uttar Pradesh,GHAZIPUR,Ghazipur,"District Hospital, Gazipur",9876543210,Government,25.582008,83.582114
District Hospital Blood Bank,Uttar Pradesh,GONDA,Gonda,Balrampur,7376068569,Government,27.409813,82.192774
City Blood Bank,Uttar Pradesh,GORAKHPUR,Gorakhpur,"Pratibha Complex,  Infront of Jubilee Inter School, Jublee Nagar",9956201174,Private,26.753844,83.364532
Air Force Hospital Blood Bank,Uttar Pradesh,GORAKHPUR,Gorakhpur,Maharajganj,9876543210,Government,26.759066,83.420833
Nehru Hospital and B.R.D. Medical College,Uttar Pradesh,GORAKHPUR,Gorakhpur,Gorakhpur,9876543210,Government,26.813424,83.400296
Guru Shri Gorakhnath Chikitsalaya Blood Bank,Uttar Pradesh,GORAKHPUR,Gorakhpur,Gorakhnath Mandir,0894800107,Private,26.776322,83.357794
Fatima Hospital Blood Bank,Uttar Pradesh,GORAKHPUR,Gorakhpur,Padri Bazar,9453752318,Private,26.787217,83.400142
Savitri Blood Bank and Component Centre,Uttar Pradesh,GORAKHPUR,Gorakhpur,"Savitri Hospital Campus, Dilezakpur, Cinema Road",9415245598,Private,26.758493,83.364814
Saraswathi Institute of Medical Science,Uttar Pradesh,HAPUR,Hapur,"NH-24, Anwarpur Pilkhuwa",9876543210,Private,28.713701,77.692994
District Hospital Blood Bank,Uttar Pradesh,HARDOI,Hardoi,Gorakhpur,9670783667,Government,27.395757,80.134659
Bagla Combined District Hospital Blood Bank,Uttar Pradesh,HATHRAS,Hathras,Not Available,9415332416,Government,27.599857,78.049858
Government Medical College and Hospital Blood Bank,Uttar Pradesh,JALAUN,Orai,"Government Medical College and Hospital, Orai",9876543210,Government,25.999845,79.473401
District Hospital Blood Bank,Uttar Pradesh,JAUNPUR,Jaunpur,Ghaziabad,8192833336,Government,25.759674,82.696747
M/s Isha Hospital Blood Bank,Uttar Pradesh,JAUNPUR,Jaunpur,Haribandhanpur Parav,0753594594,Private,25.733137,82.672548
Sant Diagnostic Centre and Blood Bank,Uttar Pradesh,JHANSI,Jhansi,"25/1A, Sant Bhawan, Opposite to MLB Medical College, Between Gate no -1  2, Kanpur Road Jhansi",9695290268,Private,25.45845516,78.61560658
MLB Medical College and Hospital,Uttar Pradesh,JHANSI,Jhansi,"Bundelkhand University,Jhansi.",9450939194,Government,25.459045,78.615934
District Hospital Blood Bank,Uttar Pradesh,JHANSI,Jhansi,"Shivpuri Road, Rajghat Colony, Jhansi.",9415364919,Government,25.457843,78.57868
St. Judes Hospital Blood Bank,Uttar Pradesh,JHANSI,Jhansi,"St. Judes Hospital Campus, Sipri, Jhansi",9415412699,Charity,25.462874,78.547451
Nirmal Hospital Blood Bank,Uttar Pradesh,JHANSI,Jhansi,Opposite Medical College Gate No.-03,9450881860,Government,25.460278,78.617827
Parakh Voluntary Blood Bank,Uttar Pradesh,JHANSI,Jhansi,"Run by Samagra Vikash Jan Kalyan Samiti, Karguawaji Road, Opposite Gate No.-2",9412342308,Charity,25.458336,78.616978
Combined District Hospital Blood Bank,Uttar Pradesh,KANNAUJ,Kannauj,"Combined District Hospital, Kannauj",9876543210,Government,27.118091,79.712484
B.S.D.B.A. Government Medical College and Hospital,Uttar Pradesh,KANNAUJ,Kannauj,"Tirwa - Kannauj Road, Tirwa, NH 91A, Nunari",9415527666,Government,26.963334,79.792236
Combined District Hospital (M) Blood Bank,Uttar Pradesh,KANPUR DEHAT,Akbarpur,"Akbarpur, Kanpur Dehat",9876543210,Government,26.380489,26.380489
Mariampur Hospital and Blood Bank,Uttar Pradesh,KANPUR NAGAR,Kanpur,Shastri Nagar,9876543210,Private,26.465207,80.305556
Life Line Blood Bank,Uttar Pradesh,KANPUR NAGAR,Kanpur,"B-1, Sarvoday Nagar",9412230493,Private,26.479559,80.299895
Regency Hospital Limited,Uttar Pradesh,KANPUR NAGAR,Kanpur,"A-2, Sarvodaya Nagar",9389476580,Private,26.479223,80.316263
GSVM Medical College Blood Bank,Uttar Pradesh,KANPUR NAGAR,Kanpur,"Swaroop Nagar, Kanpur",9450835110,Government,26.481102,80.307684
Sanjeevani Blood Bank,Uttar Pradesh,KANPUR NAGAR,Kanpur,"117/O 461 ,Geeta Nagar, Kanpur",8005192796,Private,26.486118,80.290276
Sneh Pathology X-ray and Blood Bank,Uttar Pradesh,KANPUR NAGAR,Kanpur,"133/10, O-Block, Kidwai Nagar",9415088785,Private,26.439394,80.33679
"UHM, District Hospital",Uttar Pradesh,KANPUR NAGAR,Kanpur,"Shop No. 30/01, Mall Rd, Bada Chouraha, Parade Chouraha, Parade, Kanpur",9415068049,Government,26.474045,80.346099
Air Force Hospital,Uttar Pradesh,KANPUR NAGAR,Kanpur,"Nathu Singh Road, Saharanpur",9876543210,Government,26.446739,80.375727
CLM Hospital and Blood Bank,Uttar Pradesh,KANPUR NAGAR,Kanpur,"121/625, Industrial Estate, Shastri Nagar",9876543210,Private,26.463772,80.296612
Sai Blood Bank,Uttar Pradesh,KANPUR NAGAR,Kanpur,"N-2, Kidwai Nagar",9876543210,Private,26.433311,80.322243
Rama Medical College Hospital and Research Centre,Uttar Pradesh,KANPUR NAGAR,Kanpur,"Rama Medical College Hospital  Research Centre,Blood Bank, GT Road, Mandhana, Kanpur",8090167357,Private,26.567295,80.220837
LPS Institute of Cardiology,Uttar Pradesh,KANPUR NAGAR,Kanpur,"Mall Road, Sarvodaya Nagar",9690261262,Government,26.481154,80.303811
Tulsi Hospital Limited,Uttar Pradesh,KANPUR NAGAR,Kanpur,"14/116-A, Civil Lines",9837184061,Private,26.479826,80.344033
Krishna Super Speciality Hospital,Uttar Pradesh,KANPUR NAGAR,Kanpur,"A Unit of Gita Healthcare Private Limited, 363, Harrisganj, Near Tatmil Chauraha",0945593169,Private,26.448475,80.344084
SPM Hospital Research and Trauma Centre Blood Bank,Uttar Pradesh,KANPUR NAGAR,Kanpur Nagar,"A Unit of Tyco Hospitals Private Ltimited, C-48, Kalyanpur",9198607532,Private,26.501131,80.257486
Combined District Hospital,Uttar Pradesh,KAUSHAMBI,Kaushambi,Manjhanpur,0800519267,Government,25.361049,81.403171
District Hospital,Uttar Pradesh,Lakhimpur Kheri,Lakhimpur Khiri,Auriya,9415543070,Government,27.945898,80.784474
District Hospital,Uttar Pradesh,LALITPUR,Lalitpur,Chitrakoot,9876543210,Government,24.696225,78.412323
Career Institute of Medical Sciences and Hospital Blood Bank,Uttar Pradesh,LUCKNOW,Ghailla,"A Unit of Career Convent Education and Charitable Trust, Sitapur-Hardoi Bypass Road, Near IIM",9876543210,Private,26.91543,80.909715
Indira Diagnostic and Blood Bank Limited,Uttar Pradesh,LUCKNOW,Lucknow,"Sanjay Gandhi Puram, Faizabad Road",9389476580,Private,26.870091,80.971582
Sanjay Gandhi Post-Graduate Institute (SGPGI),Uttar Pradesh,LUCKNOW,Lucknow,"Department of Transfusion Medicine, Sanjay Gandhi Postgraduate Institute of Medical Sciences, Rae Bareli Road",9876543210,Government,26.742135,80.945981
Sh. Chattrapati Shivaji Maharaj Chikitsalaya University,Uttar Pradesh,LUCKNOW,Lucknow,"KGMU, Lucknow",9335349791,Government,26.813839,80.904558
Balrampur Hospital Blood Bank,Uttar Pradesh,LUCKNOW,Lucknow,"Balrampur Hospital, Chakbast Road, Qaiserbagh, Lucknow, Uttar Pradesh",9415214308,Government,26.856601,80.926431
Command Hospital Blood Bank,Uttar Pradesh,LUCKNOW,Lucknow,Faizabad,9415226197,Government,26.81745,80.940818
Dr. Shyama Prasad Mukharjee Civil Hospital,Uttar Pradesh,LUCKNOW,Lucknow,Gorakhpur,9897406711,Government,26.844593,80.948999
Vivekanand Polyclinic and Institute of Medical Sciences,Uttar Pradesh,LUCKNOW,Lucknow,Vrindaban,9415034053,Government,26.875283,80.942804
Kohli Blood Bank and Components Private limited,Uttar Pradesh,LUCKNOW,Lucknow,"2nd Floor, A-Block, Kanchan Market, Chowk",9876543210,Private,26.865274,80.911431
Eras Medical College and Hospital Blood Bank,Uttar Pradesh,LUCKNOW,Lucknow,"Sarfaraj Ganj, Musabag, Picnic Spot-Hardoi Road",9876543210,Private,26.878389,80.872448
Shekhar Hospital Private Limited Blood Bank,Uttar Pradesh,LUCKNOW,Lucknow,"B Block, Church Road, Indira Nagar, Lucknow",9415022105,Private,26.876188,80.985528
Nidan Diagnostic Centre and Blood Bank,Uttar Pradesh,LUCKNOW,Lucknow,"4/31, Captan Manoj Pandey Chauraha, Vivek Khand, Gomti Nagar",9876543210,Private,26.854084,80.995132
Dr Ram Manohar Lohia Institute of Medical Sciences,Uttar Pradesh,LUCKNOW,Lucknow,Gomati Nagar,0999703190,Government,26.86889,80.999691
St. Joseph Hospital Blood Bank,Uttar Pradesh,LUCKNOW,Lucknow,"Vishal Khand-5, Gomti Nagar",9876543210,Charity,26.854293,80.991967
B.N.K. Hospital Blood Bank,Uttar Pradesh,LUCKNOW,Lucknow,"B-1/196 Nirala Nagar, Lucknow",9451817060,Private,26.879585,80.932757
Lucknow Nursing Home Association Blood Bank,Uttar Pradesh,LUCKNOW,Lucknow,"c 228, Officers Colony, Nirala Nagar",0730903603,Charity,26.878474,80.938496
Sahara Hospital Blood Bank,Uttar Pradesh,LUCKNOW,Lucknow,"Viraj Khand, Gomati Nagar",5226781683,Private,26.850106,81.023867
Divine Heart Hospital and Research Centre Blood Bank,Uttar Pradesh,LUCKNOW,Lucknow,"Viraj Khand, Institutional Area - 5, Gomti Nagar",0920888312,Private,26.859198,81.023215
Nova Hospital Limited,Uttar Pradesh,LUCKNOW,Lucknow,"Patrakarpuram Crossing Vikash Khand-1,Gomti Nagar",9876543210,Private,26.850001,80.983334
Fatima Hospital Blood bank,Uttar Pradesh,LUCKNOW,Lucknow,"35-C, Mahanagar Colony",7703001503,Charity,26.871551,80.952133
Dr O P Choudhery Hospital Blood Bank,Uttar Pradesh,LUCKNOW,Lucknow,"Chaudhary Vihar, Raibarely Road",9876543210,Private,26.785201,80.973148
Integral Institute of Medical Sciences and Research Blood Bank,Uttar Pradesh,LUCKNOW,Lucknow,"Kursi Road, Lucknow",9415183133,Private,26.957942,81.002588
Medison Hospital Private Limited Blood Bank,Uttar Pradesh,LUCKNOW,Lucknow,"Medison Hospital  Blood Bank, UGF,D3 Durgapuram Colony Sector 13 VikasNagar, Near Goel Motors,Near Tedhi Pulia,Ring Road",0938989330,Private,26.90491,80.959052
Fehmina Hospital and Blood Bank,Uttar Pradesh,LUCKNOW,Lucknow,"Victoriaganaj, Near Sunni Inter College, Tulsidas marg",0786005444,Private,26.854943,80.90488
GCRG Memorial Hospital  Charitable Blood Bank,Uttar Pradesh,LUCKNOW,Lucknow,"Village-Parvatpur, Chandrika Devi Road, Bakshi Ka Talab",9559662557,Private,26.842776,80.949164
Charak Hospital and Research Center Blood Bank,Uttar Pradesh,LUCKNOW,Lucknow,"Dubagga Hardoi Road, Lucknow",9876543210,Private,26.872555,80.871172
District Hospital,Uttar Pradesh,MAHOBA,Mahoba,"Makaniya Purva, Mahoba",9876543210,Government,25.293146,79.88485
Agrawal Life Line Hospital and Trauma Centre Blood Bank,Uttar Pradesh,MATHURA,Aurangabad,"Kamdhenu Nagar, Agra Road",9876543210,Private,27.435244,77.701066
K.D. Medical College Hospital  Research Centre Blood Bank,Uttar Pradesh,MATHURA,Chhatta,"24 KM Mile Stone, Mathura-Delhi Road, NH-2, Post-Akbarpur",7055400500,Private,27.650459,77.549915
